idcar_200m,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc,geometry,h3_index
CRS3035RES200mN2888800E3764400,1663.5,645.0,127.0,259.0,88.0,121.0,92.0,38945592.9,35209.0,641.0,4.0,167.0,0.0,189.0,289.0,0.0,383.0,66.0,32.5,113.5,166.5,155.0,361.0,359.0,203.0,165.0,22.0,20.0,"POLYGON ((2.402355 48.85385, 2.40208 48.855638, 2.404793 48.855823, 2.405068 48.854035, 2.402355 48.85385))",891fb46632fffff
CRS3035RES200mN2888800E3764200,1722.5,902.0,149.0,483.0,44.0,289.0,74.0,50022190.5,44429.0,894.0,8.0,389.0,20.0,242.0,251.0,0.0,255.0,63.0,28.5,68.0,96.0,104.0,487.0,356.0,222.0,228.0,63.0,7.0,"POLYGON ((2.399642 48.853665, 2.399367 48.855453, 2.40208 48.855638, 2.402355 48.85385, 2.399642 48.853665))",891fb464593ffff
CRS3035RES200mN2889000E3764200,1347.0,608.0,108.0,287.0,57.0,129.0,81.0,33682558.7,33869.0,606.0,2.0,171.0,54.0,282.0,101.0,0.0,339.0,49.0,34.0,105.0,124.0,103.0,279.0,275.0,164.0,150.0,62.0,2.0,"POLYGON ((2.399367 48.855453, 2.399092 48.857241, 2.401805 48.857426, 2.40208 48.855638, 2.399367 48.855453))",891fb46632bffff
CRS3035RES200mN2889000E3764400,2102.5,1064.0,148.0,560.0,54.0,481.0,79.0,66078316.2,57391.0,1060.0,4.0,226.0,220.0,419.0,199.0,0.0,161.0,86.5,40.5,108.0,164.0,124.5,531.0,453.0,227.0,261.0,96.0,11.0,"POLYGON ((2.40208 48.855638, 2.401805 48.857426, 2.404518 48.857611, 2.404793 48.855823, 2.40208 48.855638))",891fb46632fffff
CRS3035RES200mN2889000E3764600,2379.0,1112.0,260.0,542.0,100.0,219.0,119.0,55767582.0,56941.0,1111.0,1.0,456.0,0.0,308.0,348.0,0.0,568.0,81.0,42.0,110.0,189.5,139.5,606.0,453.0,286.0,337.0,105.0,30.0,"POLYGON ((2.404793 48.855823, 2.404518 48.857611, 2.407231 48.857797, 2.407506 48.856008, 2.404793 48.855823))",891fb466e5bffff
CRS3035RES200mN2888800E3764600,1212.0,603.0,110.0,330.0,39.0,151.0,53.0,31656739.6,30015.0,601.0,2.0,289.0,17.0,150.0,147.0,0.0,237.0,37.5,33.0,65.0,80.5,97.0,300.0,278.0,153.0,123.0,38.0,7.0,"POLYGON ((2.405068 48.854035, 2.404793 48.855823, 2.407506 48.856008, 2.40778 48.85422, 2.405068 48.854035))",891fb464597ffff
CRS3035RES200mN2888600E3764600,1489.5,747.0,138.0,395.0,44.0,285.0,76.0,40184754.4,34370.0,740.0,7.0,411.0,145.0,101.0,89.0,1.0,135.0,51.0,28.5,95.5,108.0,107.5,468.0,310.0,149.0,136.0,36.0,0.0,"POLYGON ((2.405342 48.852247, 2.405068 48.854035, 2.40778 48.85422, 2.408055 48.852432, 2.405342 48.852247))",891fb464597ffff
CRS3035RES200mN2888600E3764800,698.0,369.0,65.0,194.0,20.0,144.0,27.0,19290840.4,17099.0,367.0,2.0,209.0,3.0,48.0,109.0,0.0,64.0,25.0,11.0,30.0,46.5,35.5,224.0,166.0,76.0,71.0,13.0,0.0,"POLYGON ((2.408055 48.852432, 2.40778 48.85422, 2.410493 48.854406, 2.410768 48.852617, 2.408055 48.852432))",891fb466e4bffff
CRS3035RES200mN2888800E3764800,2468.5,1045.0,229.0,428.0,121.0,88.0,181.0,50829981.1,58759.0,1044.0,1.0,124.0,41.0,461.0,417.0,2.0,773.0,97.0,51.5,152.0,227.0,185.0,504.0,485.0,315.0,383.0,62.0,7.0,"POLYGON ((2.40778 48.85422, 2.407506 48.856008, 2.410218 48.856194, 2.410493 48.854406, 2.40778 48.85422))",891fb466e4bffff
CRS3035RES200mN2888600E3765000,427.0,229.0,66.0,139.0,13.0,0.0,20.0,8143371.4,8993.0,229.0,0.0,229.0,0.0,0.0,0.0,0.0,229.0,21.0,10.5,16.0,29.5,17.0,57.0,90.0,74.0,85.0,25.0,2.0,"POLYGON ((2.410768 48.852617, 2.410493 48.854406, 2.413206 48.854591, 2.41348 48.852802, 2.410768 48.852617))",891fb466e4bffff
CRS3035RES200mN2888800E3765000,1992.5,947.0,278.0,504.0,72.0,0.0,111.0,34641365.5,36920.0,947.0,0.0,935.0,0.0,0.0,11.0,1.0,946.0,78.5,45.0,98.5,125.5,70.0,320.0,430.0,334.0,342.0,90.0,59.0,"POLYGON ((2.410493 48.854406, 2.410218 48.856194, 2.412931 48.856379, 2.413206 48.854591, 2.410493 48.854406))",891fb466e43ffff
CRS3035RES200mN2889000E3765000,1036.5,439.0,135.0,186.0,44.0,0.0,85.0,18030827.9,21008.0,439.0,0.0,439.0,0.0,0.0,0.0,0.0,436.0,34.5,22.0,54.5,77.5,66.0,168.0,223.0,157.0,157.0,54.0,23.0,"POLYGON ((2.410218 48.856194, 2.409944 48.857982, 2.412657 48.858167, 2.412931 48.856379, 2.410218 48.856194))",891fb466e43ffff
CRS3035RES200mN2889000E3764800,2133.0,914.0,178.0,366.0,83.0,219.0,137.0,50633066.1,54907.0,914.0,0.0,223.0,146.0,437.0,107.0,1.0,510.0,103.0,43.0,117.0,151.5,161.5,450.0,380.0,240.0,358.0,108.0,21.0,"POLYGON ((2.407506 48.856008, 2.407231 48.857797, 2.409944 48.857982, 2.410218 48.856194, 2.407506 48.856008))",891fb466e5bffff
CRS3035RES200mN2889200E3764800,3049.0,1325.0,304.0,536.0,118.0,153.0,187.0,70367727.0,77820.0,1325.0,0.0,233.0,0.0,1011.0,75.0,6.0,708.0,169.0,77.0,169.0,232.5,231.5,632.0,614.0,381.0,416.0,110.0,17.0,"POLYGON ((2.407231 48.857797, 2.406956 48.859585, 2.409669 48.85977, 2.409944 48.857982, 2.407231 48.857797))",891fb466e53ffff
CRS3035RES200mN2889200E3765000,1760.0,679.0,196.0,240.0,88.0,0.0,162.0,30903910.0,39649.0,679.0,0.0,563.0,116.0,0.0,0.0,0.0,679.0,61.0,44.5,124.5,201.5,126.5,290.0,348.0,234.0,233.0,87.0,10.0,"POLYGON ((2.409944 48.857982, 2.409669 48.85977, 2.412382 48.859955, 2.412657 48.858167, 2.409944 48.857982))",891fb466e53ffff
CRS3035RES200mN2889400E3765000,175.5,63.0,10.0,22.0,12.0,0.0,8.0,3546748.4,3644.0,62.0,1.0,0.0,1.0,0.0,62.0,0.0,62.0,14.5,8.0,19.0,14.0,10.0,38.0,29.0,19.0,21.0,3.0,0.0,"POLYGON ((2.409669 48.85977, 2.409394 48.861558, 2.412108 48.861743, 2.412382 48.859955, 2.409669 48.85977))",891fb466ecfffff
CRS3035RES200mN2889600E3765000,1267.0,475.0,112.0,141.0,57.0,0.0,102.0,25945240.8,28787.0,475.0,0.0,375.0,91.0,0.0,9.0,0.0,384.0,72.5,37.5,97.0,134.0,109.0,209.0,309.0,151.0,108.0,40.0,0.0,"POLYGON ((2.409394 48.861558, 2.40912 48.863346, 2.411833 48.863531, 2.412108 48.861743, 2.409394 48.861558))",891fb466ecfffff
CRS3035RES200mN2889400E3764800,973.5,388.0,66.0,139.0,47.0,21.0,62.0,22032255.6,27022.0,388.0,0.0,0.0,41.0,347.0,0.0,0.0,193.0,44.0,24.0,59.5,97.5,57.5,146.0,197.0,125.0,189.0,30.0,4.0,"POLYGON ((2.406956 48.859585, 2.406681 48.861373, 2.409394 48.861558, 2.409669 48.85977, 2.406956 48.859585))",891fb466e53ffff
CRS3035RES200mN2889600E3764800,819.5,367.0,54.0,156.0,28.0,79.0,46.0,20922376.6,21269.0,367.0,0.0,70.0,66.0,159.0,70.0,2.0,141.0,40.0,25.0,57.0,52.0,55.5,183.0,164.0,94.0,104.0,37.0,8.0,"POLYGON ((2.406681 48.861373, 2.406406 48.863161, 2.40912 48.863346, 2.409394 48.861558, 2.406681 48.861373))",891fb466ecbffff
CRS3035RES200mN2889600E3764600,1635.0,777.0,139.0,375.0,55.0,197.0,120.0,43165150.4,45494.0,774.0,3.0,186.0,13.0,375.0,203.0,0.0,353.0,73.5,36.5,68.5,127.0,108.5,354.0,338.0,222.0,227.0,53.0,27.0,"POLYGON ((2.403968 48.861187, 2.403693 48.862975, 2.406406 48.863161, 2.406681 48.861373, 2.403968 48.861187))",891fb466ecbffff
CRS3035RES200mN2889400E3764600,1129.0,486.0,84.0,206.0,37.0,97.0,66.0,29856784.2,27812.0,478.0,8.0,133.0,0.0,246.0,107.0,0.0,226.0,47.5,24.0,62.5,109.5,94.5,258.0,262.0,121.0,119.0,22.0,9.0,"POLYGON ((2.404243 48.859399, 2.403968 48.861187, 2.406681 48.861373, 2.406956 48.859585, 2.404243 48.859399))",891fb466327ffff
CRS3035RES200mN2889200E3764600,1366.5,519.0,102.0,198.0,78.0,72.0,64.0,30762358.8,32535.0,518.0,1.0,118.0,0.0,162.0,238.0,1.0,377.0,62.0,42.0,98.0,136.5,115.0,270.0,267.0,189.0,145.0,29.0,13.0,"POLYGON ((2.404518 48.857611, 2.404243 48.859399, 2.406956 48.859585, 2.407231 48.857797, 2.404518 48.857611))",891fb466327ffff
CRS3035RES200mN2889200E3764400,1671.5,871.0,91.0,445.0,36.0,376.0,80.0,52985899.5,49632.0,865.0,6.0,181.0,142.0,260.0,288.0,0.0,187.0,67.0,29.5,96.5,106.0,103.5,412.0,332.0,186.0,224.0,115.0,0.0,"POLYGON ((2.401805 48.857426, 2.40153 48.859214, 2.404243 48.859399, 2.404518 48.857611, 2.401805 48.857426))",891fb466327ffff
CRS3035RES200mN2889200E3764200,1568.0,745.0,101.0,360.0,52.0,247.0,83.0,44331627.3,39617.0,730.0,15.0,317.0,0.0,288.0,140.0,0.0,254.0,76.0,22.0,71.5,120.0,116.5,405.0,352.0,186.0,177.0,41.0,1.0,"POLYGON ((2.399092 48.857241, 2.398817 48.859029, 2.40153 48.859214, 2.401805 48.857426, 2.399092 48.857241))",891fb466323ffff
CRS3035RES200mN2889400E3764200,574.5,364.0,36.0,224.0,5.0,174.0,24.0,19838598.8,17404.0,349.0,15.0,149.0,0.0,60.0,155.0,0.0,24.0,18.0,8.5,16.0,17.5,31.5,195.0,112.0,63.0,86.0,27.0,0.0,"POLYGON ((2.398817 48.859029, 2.398542 48.860817, 2.401255 48.861002, 2.40153 48.859214, 2.398817 48.859029))",891fb466323ffff
CRS3035RES200mN2889400E3764400,1224.0,611.0,99.0,307.0,36.0,199.0,62.0,38186799.9,35662.0,608.0,3.0,65.0,34.0,175.0,337.0,0.0,257.0,48.5,27.0,63.5,93.5,92.5,275.0,269.0,127.0,178.0,50.0,0.0,"POLYGON ((2.40153 48.859214, 2.401255 48.861002, 2.403968 48.861187, 2.404243 48.859399, 2.40153 48.859214))",891fb466337ffff
CRS3035RES200mN2889600E3764400,1344.5,752.0,94.0,410.0,22.0,265.0,71.0,45072919.2,39883.0,740.0,12.0,344.0,100.0,110.0,198.0,0.0,63.0,47.0,21.0,48.0,78.5,81.0,392.0,291.0,149.0,168.0,69.0,0.0,"POLYGON ((2.401255 48.861002, 2.40098 48.86279, 2.403693 48.862975, 2.403968 48.861187, 2.401255 48.861002))",891fb466337ffff
CRS3035RES200mN2889600E3764200,1120.5,676.0,90.0,392.0,10.0,364.0,55.0,40094724.1,34622.0,666.0,10.0,238.0,94.0,156.0,188.0,0.0,0.0,43.5,22.0,32.5,49.5,52.0,312.0,222.0,138.0,167.0,82.0,0.0,"POLYGON ((2.398542 48.860817, 2.398267 48.862605, 2.40098 48.86279, 2.401255 48.861002, 2.398542 48.860817))",891fb466333ffff
CRS3035RES200mN2889800E3764200,1605.0,880.0,108.0,474.0,35.0,303.0,78.0,50307922.4,44016.0,867.0,13.0,433.0,62.0,202.0,182.0,1.0,254.0,57.0,18.0,74.5,90.5,91.0,446.0,346.0,184.0,214.0,84.0,0.0,"POLYGON ((2.398267 48.862605, 2.397992 48.864393, 2.400705 48.864578, 2.40098 48.86279, 2.398267 48.862605))",891fb4663afffff
CRS3035RES200mN2889800E3764400,2058.5,1191.0,134.0,691.0,26.0,468.0,96.0,66570359.5,57408.0,1173.0,18.0,483.0,319.0,180.0,209.0,0.0,133.0,106.5,31.0,63.0,94.0,113.0,678.0,407.0,244.0,228.0,94.0,0.0,"POLYGON ((2.40098 48.86279, 2.400705 48.864578, 2.403418 48.864763, 2.403693 48.862975, 2.40098 48.86279))",891fb466edbffff
CRS3035RES200mN2889800E3764600,974.0,484.0,66.0,253.0,30.0,206.0,47.0,29165370.1,24277.0,481.0,3.0,234.0,0.0,169.0,81.0,0.0,89.0,45.0,22.0,47.5,65.0,65.5,261.0,200.0,113.0,117.0,31.0,7.0,"POLYGON ((2.403693 48.862975, 2.403418 48.864763, 2.406131 48.864949, 2.406406 48.863161, 2.403693 48.862975))",891fb466edbffff
CRS3035RES200mN2890000E3764600,2078.0,1037.0,171.0,518.0,63.0,148.0,110.0,58123455.3,57463.0,1018.0,19.0,641.0,195.0,150.0,50.0,1.0,446.0,101.0,34.0,100.0,145.5,156.5,506.0,405.0,246.0,288.0,88.0,8.0,"POLYGON ((2.403418 48.864763, 2.403143 48.866552, 2.405857 48.866737, 2.406131 48.864949, 2.403418 48.864763))",891fb466edbffff
CRS3035RES200mN2890200E3764600,1320.0,771.0,105.0,457.0,20.0,335.0,54.0,42931390.2,35739.0,747.0,24.0,361.0,97.0,196.0,117.0,0.0,93.0,37.5,25.5,52.0,76.0,66.0,385.0,287.0,173.0,178.0,40.0,0.0,"POLYGON ((2.403143 48.866552, 2.402868 48.86834, 2.405582 48.868525, 2.405857 48.866737, 2.403143 48.866552))",891fb466ed3ffff
CRS3035RES200mN2890200E3764400,722.0,431.0,51.0,252.0,8.0,175.0,34.0,23779665.8,20381.0,428.0,3.0,349.0,31.0,9.0,41.0,1.0,32.0,19.0,10.0,19.0,30.5,59.5,255.0,129.0,88.0,79.0,33.0,0.0,"POLYGON ((2.40043 48.866366, 2.400155 48.868154, 2.402868 48.86834, 2.403143 48.866552, 2.40043 48.866366))",891fb4663a7ffff
CRS3035RES200mN2890000E3764400,201.0,111.0,13.0,59.0,1.0,40.0,5.0,6610719.1,6493.0,111.0,0.0,74.0,0.0,29.0,8.0,0.0,0.0,4.5,4.0,12.5,10.0,10.0,55.0,47.0,32.0,18.0,8.0,0.0,"POLYGON ((2.400705 48.864578, 2.40043 48.866366, 2.403143 48.866552, 2.403418 48.864763, 2.400705 48.864578))",891fb4663a7ffff
CRS3035RES200mN2890000E3764200,861.0,483.0,60.0,252.0,10.0,213.0,40.0,29621170.8,23854.0,483.0,0.0,458.0,0.0,0.0,25.0,0.0,0.0,36.5,24.0,42.0,29.5,42.0,296.0,194.0,72.0,84.0,41.0,0.0,"POLYGON ((2.397992 48.864393, 2.397716 48.866181, 2.40043 48.866366, 2.400705 48.864578, 2.397992 48.864393))",891fb4663afffff
CRS3035RES200mN2890200E3764200,1725.5,1042.0,119.0,612.0,16.0,530.0,70.0,61795853.5,51529.0,1037.0,5.0,486.0,101.0,259.0,195.0,1.0,14.0,68.5,24.0,64.0,65.0,86.0,545.0,355.0,189.0,230.0,99.0,0.0,"POLYGON ((2.397716 48.866181, 2.397441 48.867969, 2.400155 48.868154, 2.40043 48.866366, 2.397716 48.866181))",891fb4663a3ffff
CRS3035RES200mN2890400E3764400,1922.5,1091.0,143.0,621.0,28.0,413.0,93.0,59735455.0,52853.0,1086.0,5.0,660.0,149.0,91.0,179.0,12.0,71.0,77.5,38.5,66.5,105.5,124.0,537.5,409.0,230.0,230.0,103.0,1.0,"POLYGON ((2.400155 48.868154, 2.39988 48.869942, 2.402593 48.870128, 2.402868 48.86834, 2.400155 48.868154))",891fb46616bffff
CRS3035RES200mN2890400E3764200,2339.0,1197.0,161.0,593.0,45.0,471.0,124.0,75896680.8,66694.0,1188.0,9.0,504.0,232.0,146.0,275.0,40.0,261.0,109.0,46.0,111.0,137.5,125.5,552.0,477.0,320.0,341.0,109.0,11.0,"POLYGON ((2.397441 48.867969, 2.397166 48.869757, 2.39988 48.869942, 2.400155 48.868154, 2.397441 48.867969))",891fb4663b7ffff
CRS3035RES200mN2890600E3764200,1611.5,776.0,137.0,378.0,49.0,334.0,81.0,48092672.3,45621.0,769.0,7.0,245.0,26.0,408.0,97.0,0.0,231.0,42.5,41.0,86.0,118.5,88.5,310.0,318.0,196.0,277.0,103.0,31.0,"POLYGON ((2.397166 48.869757, 2.396891 48.871545, 2.399604 48.87173, 2.39988 48.869942, 2.397166 48.869757))",891fb4663b7ffff
CRS3035RES200mN2890600E3764400,2722.5,1210.0,235.0,542.0,114.0,174.0,200.0,63705454.8,71156.0,1191.0,19.0,470.0,146.0,499.0,95.0,0.0,858.0,92.0,63.5,197.0,272.0,201.0,452.0,560.0,335.0,383.0,140.0,27.0,"POLYGON ((2.39988 48.869942, 2.399604 48.87173, 2.402318 48.871916, 2.402593 48.870128, 2.39988 48.869942))",891fb46617bffff
CRS3035RES200mN2890600E3764600,795.0,436.0,50.0,231.0,11.0,194.0,33.0,27705793.3,25393.0,430.0,6.0,157.0,136.0,44.0,97.0,2.0,56.0,21.0,22.5,29.0,45.0,47.5,182.0,169.0,95.0,125.0,59.0,0.0,"POLYGON ((2.402593 48.870128, 2.402318 48.871916, 2.405032 48.872101, 2.405307 48.870313, 2.402593 48.870128))",891fb466163ffff
CRS3035RES200mN2890400E3764600,1695.0,858.0,104.0,403.0,32.0,516.0,78.0,62717950.3,50280.0,845.0,13.0,223.0,134.0,215.0,286.0,0.0,42.0,60.5,26.0,83.0,113.5,127.0,374.0,400.0,216.0,200.0,95.0,0.0,"POLYGON ((2.402868 48.86834, 2.402593 48.870128, 2.405307 48.870313, 2.405582 48.868525, 2.402868 48.86834))",891fb46616bffff
CRS3035RES200mN2890400E3764800,1261.5,697.0,74.0,383.0,20.0,354.0,47.0,42286352.4,37369.0,665.0,32.0,192.0,27.0,140.0,338.0,0.0,56.0,40.0,25.5,43.0,78.0,86.0,288.0,284.0,173.0,193.0,51.0,0.0,"POLYGON ((2.405582 48.868525, 2.405307 48.870313, 2.40802 48.870498, 2.408295 48.86871, 2.405582 48.868525))",891fb46616fffff
CRS3035RES200mN2890600E3764800,1038.5,433.0,45.0,159.0,39.0,139.0,56.0,32836207.5,29293.0,433.0,0.0,13.0,63.0,98.0,259.0,0.0,246.0,52.5,26.5,52.5,99.0,83.5,181.5,209.0,155.0,148.0,29.0,2.0,"POLYGON ((2.405307 48.870313, 2.405032 48.872101, 2.407745 48.872286, 2.40802 48.870498, 2.405307 48.870313))",891fb46616fffff
CRS3035RES200mN2890600E3765000,1223.0,579.0,83.0,244.0,24.0,139.0,82.0,32777621.9,32780.0,579.0,0.0,11.0,475.0,93.0,0.0,0.0,364.0,63.0,24.5,73.5,74.0,64.0,257.0,288.0,167.0,140.0,72.0,0.0,"POLYGON ((2.40802 48.870498, 2.407745 48.872286, 2.410459 48.872471, 2.410734 48.870683, 2.40802 48.870498))",891fb466167ffff
CRS3035RES200mN2890600E3765200,834.0,297.0,66.0,90.0,42.0,0.0,53.0,16177370.9,19705.0,297.0,0.0,0.0,0.0,0.0,297.0,0.0,297.0,42.0,22.0,67.5,74.5,83.0,138.0,147.0,130.0,95.0,35.0,0.0,"POLYGON ((2.410734 48.870683, 2.410459 48.872471, 2.413173 48.872656, 2.413448 48.870868, 2.410734 48.870683))",891fb466e93ffff
CRS3035RES200mN2890400E3765000,1925.0,784.0,217.0,312.0,101.0,0.0,169.0,35477568.9,43232.0,784.0,0.0,534.0,197.0,0.0,48.0,5.0,779.0,76.0,62.5,114.5,234.5,133.5,298.0,390.0,249.0,250.0,107.0,10.0,"POLYGON ((2.408295 48.86871, 2.40802 48.870498, 2.410734 48.870683, 2.411009 48.868895, 2.408295 48.86871))",891fb466e9bffff
CRS3035RES200mN2890200E3765200,9.5,3.8,0.6,1.3,0.5,2.7,0.1,254244.1,271.8,3.8,0.0,0.0,0.1,3.6,0.1,0.0,0.0,0.4,0.3,0.1,0.5,1.2,2.0,2.4,1.0,1.0,0.6,0.0,"POLYGON ((2.411283 48.867107, 2.411009 48.868895, 2.413722 48.86908, 2.413997 48.867292, 2.411283 48.867107))",891fb466e8bffff
CRS3035RES200mN2890000E3765200,6.0,2.4,0.4,0.8,0.3,1.7,0.1,160575.2,171.6,2.4,0.0,0.0,0.1,2.3,0.0,0.0,0.0,0.3,0.2,0.1,0.3,0.7,1.3,1.5,0.6,0.7,0.3,0.0,"POLYGON ((2.411558 48.865319, 2.411283 48.867107, 2.413997 48.867292, 2.414272 48.865504, 2.411558 48.865319))",891fb466ec7ffff
CRS3035RES200mN2890000E3765000,563.5,224.0,81.0,82.0,26.0,0.0,48.0,9783891.2,12740.0,224.0,0.0,99.0,125.0,0.0,0.0,0.0,224.0,20.0,12.0,36.5,55.0,46.0,85.0,108.0,90.0,93.0,18.0,0.0,"POLYGON ((2.408845 48.865134, 2.40857 48.866922, 2.411283 48.867107, 2.411558 48.865319, 2.408845 48.865134))",891fb466ed7ffff
CRS3035RES200mN2890200E3765000,2077.0,843.0,250.0,314.0,106.0,25.0,163.0,38857103.0,46119.0,839.0,4.0,786.0,56.0,0.0,0.0,1.0,803.0,90.0,46.5,148.5,202.5,126.5,324.0,445.0,282.0,306.0,95.0,11.0,"POLYGON ((2.40857 48.866922, 2.408295 48.86871, 2.411009 48.868895, 2.411283 48.867107, 2.40857 48.866922))",891fb466ed7ffff
CRS3035RES200mN2890200E3764800,1353.0,751.0,76.0,387.0,16.0,408.0,50.0,48979991.3,42868.0,697.0,54.0,326.0,297.0,39.0,89.0,0.0,36.0,69.5,24.5,41.0,53.0,72.0,407.0,254.0,173.0,175.0,84.0,0.0,"POLYGON ((2.405857 48.866737, 2.405582 48.868525, 2.408295 48.86871, 2.40857 48.866922, 2.405857 48.866737))",891fb466ed3ffff
CRS3035RES200mN2890000E3764800,740.5,333.0,31.0,148.0,25.0,190.0,24.0,30818519.6,23629.0,215.0,118.0,215.0,17.0,60.0,41.0,0.0,44.0,25.0,13.0,34.5,57.5,50.5,148.0,142.0,91.0,124.0,45.0,10.0,"POLYGON ((2.406131 48.864949, 2.405857 48.866737, 2.40857 48.866922, 2.408845 48.865134, 2.406131 48.864949))",891fb466ec3ffff
CRS3035RES200mN2889800E3764800,1265.5,687.0,126.0,369.0,32.0,185.0,83.0,33285721.0,34214.0,680.0,7.0,440.0,108.0,122.0,16.0,1.0,281.0,44.5,28.5,59.5,84.0,78.0,335.0,250.0,179.0,153.0,54.0,0.0,"POLYGON ((2.406406 48.863161, 2.406131 48.864949, 2.408845 48.865134, 2.40912 48.863346, 2.406406 48.863161))",891fb466ec3ffff
CRS3035RES200mN2889800E3765000,1963.0,720.0,219.0,230.0,117.0,0.0,142.0,35383927.5,43708.0,720.0,0.0,331.0,330.0,0.0,59.0,0.0,720.0,74.5,58.0,125.5,189.5,164.5,341.0,373.0,279.0,273.0,77.0,8.0,"POLYGON ((2.40912 48.863346, 2.408845 48.865134, 2.411558 48.865319, 2.411833 48.863531, 2.40912 48.863346))",891fb466ec3ffff
CRS3035RES200mN2891400E3764800,246.0,104.0,14.0,38.0,7.0,70.0,7.0,6623183.1,6006.0,104.0,0.0,3.0,68.0,30.0,3.0,0.0,0.0,19.0,8.0,19.0,13.0,11.0,78.0,39.0,24.0,22.0,13.0,0.0,"POLYGON ((2.404207 48.877465, 2.403932 48.879253, 2.406646 48.879438, 2.406921 48.87765, 2.404207 48.877465))",891fb46610fffff
CRS3035RES200mN2891400E3765000,125.5,54.0,6.0,19.0,4.0,37.0,5.0,4162906.2,3625.0,54.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,7.0,6.0,5.5,10.0,8.0,36.0,23.0,14.0,11.0,5.0,0.0,"POLYGON ((2.406921 48.87765, 2.406646 48.879438, 2.40936 48.879623, 2.409635 48.877835, 2.406921 48.87765))",891fb46613bffff
CRS3035RES200mN2891200E3765000,483.5,211.0,52.0,87.0,19.0,1.0,59.0,9110866.7,11296.0,211.0,0.0,210.0,0.0,0.0,1.0,0.0,210.0,16.5,15.5,39.0,55.5,42.0,106.0,108.0,57.0,29.0,15.0,0.0,"POLYGON ((2.407196 48.875862, 2.406921 48.87765, 2.409635 48.877835, 2.40991 48.876047, 2.407196 48.875862))",891fb46613bffff
CRS3035RES200mN2890800E3765200,1125.0,367.0,106.0,89.0,68.0,1.0,86.0,19848026.0,27204.0,367.0,0.0,0.0,0.0,0.0,367.0,0.0,366.0,42.5,22.0,76.5,129.0,101.0,174.0,201.0,150.0,154.0,49.0,26.0,"POLYGON ((2.410459 48.872471, 2.410184 48.874259, 2.412898 48.874444, 2.413173 48.872656, 2.410459 48.872471))",891fb466e93ffff
CRS3035RES200mN2890800E3765000,90.0,52.0,5.0,26.0,1.0,34.0,4.0,3398012.6,3148.0,52.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,23.0,22.0,14.0,12.0,7.0,0.0,"POLYGON ((2.407745 48.872286, 2.407471 48.874074, 2.410184 48.874259, 2.410459 48.872471, 2.407745 48.872286))",891fb466167ffff
CRS3035RES200mN2891000E3765000,27.5,8.1,1.7,1.3,2.0,0.0,1.3,548060.2,561.4,8.1,0.0,1.5,0.0,0.0,6.6,0.0,6.5,3.3,1.4,4.4,2.9,1.5,5.7,6.3,1.3,0.7,0.0,0.0,"POLYGON ((2.407471 48.874074, 2.407196 48.875862, 2.40991 48.876047, 2.410184 48.874259, 2.407471 48.874074))",891fb46612bffff
CRS3035RES200mN2890800E3764800,1260.5,623.0,48.0,269.0,18.0,338.0,57.0,45576054.8,39348.0,616.0,7.0,55.0,369.0,74.0,125.0,0.0,0.0,44.5,29.5,62.0,84.0,78.5,261.0,296.0,156.0,178.0,71.0,0.0,"POLYGON ((2.405032 48.872101, 2.404757 48.873889, 2.407471 48.874074, 2.407745 48.872286, 2.405032 48.872101))",891fb466163ffff
CRS3035RES200mN2891000E3764800,575.0,229.0,56.0,79.0,24.0,38.0,45.0,13138415.0,13804.0,229.0,0.0,70.0,47.0,1.0,111.0,0.0,154.0,24.0,9.0,39.5,67.5,55.0,100.0,126.0,80.0,60.0,14.0,0.0,"POLYGON ((2.404757 48.873889, 2.404482 48.875677, 2.407196 48.875862, 2.407471 48.874074, 2.404757 48.873889))",891fb466177ffff
CRS3035RES200mN2891200E3764800,672.0,338.0,90.0,186.0,23.0,65.0,31.0,14675285.7,17451.0,337.0,1.0,247.0,55.0,11.0,25.0,0.0,157.0,29.0,15.0,25.0,65.5,46.5,163.0,132.0,83.0,87.0,26.0,0.0,"POLYGON ((2.404482 48.875677, 2.404207 48.877465, 2.406921 48.87765, 2.407196 48.875862, 2.404482 48.875677))",891fb466177ffff
CRS3035RES200mN2891200E3764600,2345.5,1179.0,251.0,642.0,67.0,404.0,123.0,56691352.1,56924.0,1173.0,6.0,608.0,110.0,153.0,308.0,0.0,286.0,65.0,40.5,106.5,179.0,184.5,626.0,474.0,295.0,272.0,86.0,17.0,"POLYGON ((2.401768 48.875492, 2.401493 48.87728, 2.404207 48.877465, 2.404482 48.875677, 2.401768 48.875492))",891fb46610fffff
